id,page,chapter,verseNumber,verseText,chapterName
740,120,5,71,وحسبوا ألا تكون فتنة فعموا وصموا ثم تاب الله عليهم ثم عموا وصموا كثير منهم والله بصير بما يعملون,المائدة
741,120,5,72,لقد كفر الذين قالوا إن الله هو المسيح ابن مريم وقال المسيح يابني إسرائيل اعبدوا الله ربي وربكم إنه من يشرك بالله فقد حرم الله عليه الجنة ومأواه النار وما للظالمين من أنصار,المائدة
742,120,5,73,لقد كفر الذين قالوا إن الله ثالث ثلاثة وما من إله إلا إله واحد وإن لم ينتهوا عما يقولون ليمسن الذين كفروا منهم عذاب أليم,المائدة
743,120,5,74,أفلا يتوبون إلى الله ويستغفرونه والله غفور رحيم,المائدة
744,120,5,75,ما المسيح ابن مريم إلا رسول قد خلت من قبله الرسل وأمه صديقة كانا يأكلان الطعام انظر كيف نبين لهم الآيات ثم انظر أنى يؤفكون,المائدة
745,120,5,76,قل أتعبدون من دون الله ما لا يملك لكم ضرا ولا نفعا والله هو السميع العليم,المائدة
746,120,5,77,قل ياأهل الكتاب لا تغلوا في دينكم غير الحق ولا تتبعوا أهواء قوم قد ضلوا من قبل وأضلوا كثيرا وضلوا عن سواء السبيل,المائدة
747,121,5,78,لعن الذين كفروا من بني إسرائيل على لسان داود وعيسى ابن مريم ذلك بما عصوا وكانوا يعتدون,المائدة
748,121,5,79,كانوا لا يتناهون عن منكر فعلوه لبئس ما كانوا يفعلون,المائدة
749,121,5,80,ترى كثيرا منهم يتولون الذين كفروا لبئس ما قدمت لهم أنفسهم أن سخط الله عليهم وفي العذاب هم خالدون,المائدة
750,121,5,81,ولو كانوا يؤمنون بالله والنبي وما أنزل إليه ما اتخذوهم أولياء ولكن كثيرا منهم فاسقون,المائدة
751,121,5,82,لتجدن أشد الناس عداوة للذين آمنوا اليهود والذين أشركوا ولتجدن أقربهم مودة للذين آمنوا الذين قالوا إنا نصارى ذلك بأن منهم قسيسين ورهبانا وأنهم لا يستكبرون,المائدة
752,121,5,83,وإذا سمعوا ما أنزل إلى الرسول ترى أعينهم تفيض من الدمع مما عرفوا من الحق يقولون ربنا آمنا فاكتبنا مع الشاهدين,المائدة
753,122,5,84,وما لنا لا نؤمن بالله وما جاءنا من الحق ونطمع أن يدخلنا ربنا مع القوم الصالحين,المائدة
754,122,5,85,فأثابهم الله بما قالوا جنات تجري من تحتها الأنهار خالدين فيها وذلك جزاء المحسنين,المائدة
755,122,5,86,والذين كفروا وكذبوا بآياتنا أولئك أصحاب الجحيم,المائدة
756,122,5,87,ياأيها الذين آمنوا لا تحرموا طيبات ما أحل الله لكم ولا تعتدوا إن الله لا يحب المعتدين,المائدة
757,122,5,88,وكلوا مما رزقكم الله حلالا طيبا واتقوا الله الذي أنتم به مؤمنون,المائدة
758,122,5,89,لا يؤاخذكم الله باللغو في أيمانكم ولكن يؤاخذكم بما عقدتم الأيمان فكفارته إطعام عشرة مساكين من أوسط ما تطعمون أهليكم أو كسوتهم أو تحرير رقبة فمن لم يجد فصيام ثلاثة أيام ذلك كفارة أيمانكم إذا حلفتم واحفظوا أيمانكم كذلك يبين الله لكم آياته لعلكم تشكرون,المائدة
759,122,5,90,ياأيها الذين آمنوا إنما الخمر والميسر والأنصاب والأزلام رجس من عمل الشيطان فاجتنبوه لعلكم تفلحون,المائدة
760,123,5,91,إنما يريد الشيطان أن يوقع بينكم العداوة والبغضاء في الخمر والميسر ويصدكم عن ذكر الله وعن الصلاة فهل أنتم منتهون,المائدة
761,123,5,92,وأطيعوا الله وأطيعوا الرسول واحذروا فإن توليتم فاعلموا أنما على رسولنا البلاغ المبين,المائدة
762,123,5,93,ليس على الذين آمنوا وعملوا الصالحات جناح فيما طعموا إذا ما اتقوا وآمنوا وعملوا الصالحات ثم اتقوا وآمنوا ثم اتقوا وأحسنوا والله يحب المحسنين,المائدة
763,123,5,94,ياأيها الذين آمنوا ليبلونكم الله بشيء من الصيد تناله أيديكم ورماحكم ليعلم الله من يخافه بالغيب فمن اعتدى بعد ذلك فله عذاب أليم,المائدة
764,123,5,95,ياأيها الذين آمنوا لا تقتلوا الصيد وأنتم حرم ومن قتله منكم متعمدا فجزاء مثل ما قتل من النعم يحكم به ذوا عدل منكم هديا بالغ الكعبة أو كفارة طعام مساكين أو عدل ذلك صياما ليذوق وبال أمره عفا الله عما سلف ومن عاد فينتقم الله منه والله عزيز ذو انتقام,المائدة
765,124,5,96,أحل لكم صيد البحر وطعامه متاعا لكم وللسيارة وحرم عليكم صيد البر ما دمتم حرما واتقوا الله الذي إليه تحشرون,المائدة
766,124,5,97,جعل الله الكعبة البيت الحرام قياما للناس والشهر الحرام والهدي والقلائد ذلك لتعلموا أن الله يعلم ما في السموات وما في الأرض وأن الله بكل شيء عليم,المائدة
767,124,5,98,اعلموا أن الله شديد العقاب وأن الله غفور رحيم,المائدة
768,124,5,99,ما على الرسول إلا البلاغ والله يعلم ما تبدون وما تكتمون,المائدة
769,124,5,100,قل لا يستوي الخبيث والطيب ولو أعجبك كثرة الخبيث فاتقوا الله ياأولي الألباب لعلكم تفلحون,المائدة
770,124,5,101,ياأيها الذين آمنوا لا تسألوا عن أشياء إن تبد لكم تسؤكم وإن تسألوا عنها حين ينزل القرآن تبد لكم عفا الله عنها والله غفور حليم,المائدة
771,124,5,102,قد سألها قوم من قبلكم ثم أصبحوا بها كافرين,المائدة
772,124,5,103,ما جعل الله من بحيرة ولا سائبة ولا وصيلة ولا حام ولكن الذين كفروا يفترون على الله الكذب وأكثرهم لا يعقلون,المائدة
773,125,5,104,وإذا قيل لهم تعالوا إلى ما أنزل الله وإلى الرسول قالوا حسبنا ما وجدنا عليه آباءنا أو لو كان آباؤهم لا يعلمون شيئا ولا يهتدون,المائدة
774,125,5,105,ياأيها الذين آمنوا عليكم أنفسكم لا يضركم من ضل إذا اهتديتم إلى الله مرجعكم جميعا فينبئكم بما كنتم تعملون,المائدة
775,125,5,106,ياأيها الذين آمنوا شهادة بينكم إذا حضر أحدكم الموت حين الوصية اثنان ذوا عدل منكم أو آخران من غيركم إن أنتم ضربتم في الأرض فأصابتكم مصيبة الموت تحبسونهما من بعد الصلاة فيقسمان بالله إن ارتبتم لا نشتري به ثمنا ولو كان ذا قربى ولا نكتم شهادة الله إنا إذا لمن الآثمين,المائدة
776,125,5,107,فإن عثر على أنهما استحقا إثما فآخران يقومان مقامهما من الذين استحق عليهم الأوليان فيقسمان بالله لشهادتنا أحق من شهادتهما وما اعتدينا إنا إذا لمن الظالمين,المائدة
777,125,5,108,ذلك أدنى أن يأتوا بالشهادة على وجهها أو يخافوا أن ترد أيمان بعد أيمانهم واتقوا الله واسمعوا والله لا يهدي القوم الفاسقين,المائدة
778,126,5,109,يوم يجمع الله الرسل فيقول ماذا أجبتم قالوا لا علم لنا إنك أنت علام الغيوب,المائدة
779,126,5,110,إذ قال الله ياعيسى ابن مريم اذكر نعمتي عليك وعلى والدتك إذ أيدتك بروح القدس تكلم الناس في المهد وكهلا وإذ علمتك الكتاب والحكمة والتوراة والإنجيل وإذ تخلق من الطين كهيئة الطير بإذني فتنفخ فيها فتكون طيرا بإذني وتبرئ الأكمه والأبرص بإذني وإذ تخرج الموتى بإذني وإذ كففت بني إسرائيل عنك إذ جئتهم بالبينات فقال الذين كفروا منهم إن هذا إلا سحر مبين,المائدة
780,126,5,111,وإذ أوحيت إلى الحواريين أن آمنوا بي وبرسولي قالوا آمنا واشهد بأننا مسلمون,المائدة
781,126,5,112,إذ قال الحواريون ياعيسى ابن مريم هل يستطيع ربك أن ينزل علينا مائدة من السماء قال اتقوا الله إن كنتم مؤمنين,المائدة
782,126,5,113,قالوا نريد أن نأكل منها وتطمئن قلوبنا ونعلم أن قد صدقتنا ونكون عليها من الشاهدين,المائدة
783,127,5,114,قال عيسى ابن مريم اللهم ربنا أنزل علينا مائدة من السماء تكون لنا عيدا لأولنا وآخرنا وآية منك وارزقنا وأنت خير الرازقين,المائدة
784,127,5,115,قال الله إني منزلها عليكم فمن يكفر بعد منكم فإني أعذبه عذابا لا أعذبه أحدا من العالمين,المائدة
785,127,5,116,وإذ قال الله ياعيسى ابن مريم أأنت قلت للناس اتخذوني وأمي إلهين من دون الله قال سبحانك ما يكون لي أن أقول ما ليس لي بحق إن كنت قلته فقد علمته تعلم ما في نفسي ولا أعلم ما في نفسك إنك أنت علام الغيوب,المائدة
786,127,5,117,ما قلت لهم إلا ما أمرتني به أن اعبدوا الله ربي وربكم وكنت عليهم شهيدا ما دمت فيهم فلما توفيتني كنت أنت الرقيب عليهم وأنت على كل شيء شهيد,المائدة
787,127,5,118,إن تعذبهم فإنهم عبادك وإن تغفر لهم فإنك أنت العزيز الحكيم,المائدة
788,127,5,119,قال الله هذا يوم ينفع الصادقين صدقهم لهم جنات تجري من تحتها الأنهار خالدين فيها أبدا رضي الله عنهم ورضوا عنه ذلك الفوز العظيم,المائدة
789,127,5,120,لله ملك السموات والأرض وما فيهن وهو على كل شيء قدير,المائدة
790,128,6,1,الحمد لله الذي خلق السموات والأرض وجعل الظلمات والنور ثم الذين كفروا بربهم يعدلون,الأنعام
791,128,6,2,هو الذي خلقكم من طين ثم قضى أجلا وأجل مسمى عنده ثم أنتم تمترون,الأنعام
792,128,6,3,وهو الله في السموات وفي الأرض يعلم سركم وجهركم ويعلم ما تكسبون,الأنعام
793,128,6,4,وما تأتيهم من آية من آيات ربهم إلا كانوا عنها معرضين,الأنعام
794,128,6,5,فقد كذبوا بالحق لما جاءهم فسوف يأتيهم أنباء ما كانوا به يستهزئون,الأنعام
795,128,6,6,ألم يروا كم أهلكنا من قبلهم من قرن مكناهم في الأرض ما لم نمكن لكم وأرسلنا السماء عليهم مدرارا وجعلنا الأنهار تجري من تحتهم فأهلكناهم بذنوبهم وأنشأنا من بعدهم قرنا آخرين,الأنعام
796,128,6,7,ولو نزلنا عليك كتابا في قرطاس فلمسوه بأيديهم لقال الذين كفروا إن هذا إلا سحر مبين,الأنعام
797,128,6,8,وقالوا لولا أنزل عليه ملك ولو أنزلنا ملكا لقضي الأمر ثم لا ينظرون,الأنعام
798,129,6,9,ولو جعلناه ملكا لجعلناه رجلا وللبسنا عليهم ما يلبسون,الأنعام
799,129,6,10,ولقد استهزئ برسل من قبلك فحاق بالذين سخروا منهم ما كانوا به يستهزئون,الأنعام
800,129,6,11,قل سيروا في الأرض ثم انظروا كيف كان عاقبة المكذبين,الأنعام
801,129,6,12,قل لمن ما في السموات والأرض قل لله كتب على نفسه الرحمة ليجمعنكم إلى يوم القيامة لا ريب فيه الذين خسروا أنفسهم فهم لا يؤمنون,الأنعام
802,129,6,13,وله ما سكن في الليل والنهار وهو السميع العليم,الأنعام
803,129,6,14,قل أغير الله أتخذ وليا فاطر السموات والأرض وهو يطعم ولا يطعم قل إني أمرت أن أكون أول من أسلم ولا تكونن من المشركين,الأنعام
804,129,6,15,قل إني أخاف إن عصيت ربي عذاب يوم عظيم,الأنعام
805,129,6,16,من يصرف عنه يومئذ فقد رحمه وذلك الفوز المبين,الأنعام
806,129,6,17,وإن يمسسك الله بضر فلا كاشف له إلا هو وإن يمسسك بخير فهو على كل شيء قدير,الأنعام
807,129,6,18,وهو القاهر فوق عباده وهو الحكيم الخبير,الأنعام
808,130,6,19,قل أي شيء أكبر شهادة قل الله شهيد بيني وبينكم وأوحي إلي هذا القرآن لأنذركم به ومن بلغ أئنكم لتشهدون أن مع الله آلهة أخرى قل لا أشهد قل إنما هو إله واحد وإنني بريء مما تشركون,الأنعام
809,130,6,20,الذين آتيناهم الكتاب يعرفونه كما يعرفون أبناءهم الذين خسروا أنفسهم فهم لا يؤمنون,الأنعام
810,130,6,21,ومن أظلم ممن افترى على الله كذبا أو كذب بآياته إنه لا يفلح الظالمون,الأنعام
811,130,6,22,ويوم نحشرهم جميعا ثم نقول للذين أشركوا أين شركاؤكم الذين كنتم تزعمون,الأنعام
812,130,6,23,ثم لم تكن فتنتهم إلا أن قالوا والله ربنا ما كنا مشركين,الأنعام
813,130,6,24,انظر كيف كذبوا على أنفسهم وضل عنهم ما كانوا يفترون,الأنعام
814,130,6,25,ومنهم من يستمع إليك وجعلنا على قلوبهم أكنة أن يفقهوه وفي آذانهم وقرا وإن يروا كل آية لا يؤمنوا بها حتى إذا جاءوك يجادلونك يقول الذين كفروا إن هذا إلا أساطير الأولين,الأنعام
815,130,6,26,وهم ينهون عنه وينأون عنه وإن يهلكون إلا أنفسهم وما يشعرون,الأنعام
816,130,6,27,ولو ترى إذ وقفوا على النار فقالوا ياليتنا نرد ولا نكذب بآيات ربنا ونكون من المؤمنين,الأنعام
817,131,6,28,بل بدا لهم ما كانوا يخفون من قبل ولو ردوا لعادوا لما نهوا عنه وإنهم لكاذبون,الأنعام
818,131,6,29,وقالوا إن هي إلا حياتنا الدنيا وما نحن بمبعوثين,الأنعام
819,131,6,30,ولو ترى إذ وقفوا على ربهم قال أليس هذا بالحق قالوا بلى وربنا قال فذوقوا العذاب بما كنتم تكفرون,الأنعام
820,131,6,31,قد خسر الذين كذبوا بلقاء الله حتى إذا جاءتهم الساعة بغتة قالوا ياحسرتنا على ما فرطنا فيها وهم يحملون أوزارهم على ظهورهم ألا ساء ما يزرون,الأنعام
821,131,6,32,وما الحياة الدنيا إلا لعب ولهو وللدار الآخرة خير للذين يتقون أفلا تعقلون,الأنعام
822,131,6,33,قد نعلم إنه ليحزنك الذي يقولون فإنهم لا يكذبونك ولكن الظالمين بآيات الله يجحدون,الأنعام
823,131,6,34,ولقد كذبت رسل من قبلك فصبروا على ما كذبوا وأوذوا حتى أتاهم نصرنا ولا مبدل لكلمات الله ولقد جاءك من نبإ المرسلين,الأنعام
824,131,6,35,وإن كان كبر عليك إعراضهم فإن استطعت أن تبتغي نفقا في الأرض أو سلما في السماء فتأتيهم بآية ولو شاء الله لجمعهم على الهدى فلا تكونن من الجاهلين,الأنعام
825,132,6,36,إنما يستجيب الذين يسمعون والموتى يبعثهم الله ثم إليه يرجعون,الأنعام
826,132,6,37,وقالوا لولا نزل عليه آية من ربه قل إن الله قادر على أن ينزل آية ولكن أكثرهم لا يعلمون,الأنعام
827,132,6,38,وما من دابة في الأرض ولا طائر يطير بجناحيه إلا أمم أمثالكم ما فرطنا في الكتاب من شيء ثم إلى ربهم يحشرون,الأنعام
828,132,6,39,والذين كذبوا بآياتنا صم وبكم في الظلمات من يشأ الله يضلله ومن يشأ يجعله على صراط مستقيم,الأنعام
829,132,6,40,قل أرأيتكم إن أتاكم عذاب الله أو أتتكم الساعة أغير الله تدعون إن كنتم صادقين,الأنعام
830,132,6,41,بل إياه تدعون فيكشف ما تدعون إليه إن شاء وتنسون ما تشركون,الأنعام
831,132,6,42,ولقد أرسلنا إلى أمم من قبلك فأخذناهم بالبأساء والضراء لعلهم يتضرعون,الأنعام
832,132,6,43,فلولا إذ جاءهم بأسنا تضرعوا ولكن قست قلوبهم وزين لهم الشيطان ما كانوا يعملون,الأنعام
833,132,6,44,فلما نسوا ما ذكروا به فتحنا عليهم أبواب كل شيء حتى إذا فرحوا بما أوتوا أخذناهم بغتة فإذا هم مبلسون,الأنعام
834,133,6,45,فقطع دابر القوم الذين ظلموا والحمد لله رب العالمين,الأنعام
835,133,6,46,قل أرأيتم إن أخذ الله سمعكم وأبصاركم وختم على قلوبكم من إله غير الله يأتيكم به انظر كيف نصرف الآيات ثم هم يصدفون,الأنعام
836,133,6,47,قل أرأيتكم إن أتاكم عذاب الله بغتة أو جهرة هل يهلك إلا القوم الظالمون,الأنعام
837,133,6,48,وما نرسل المرسلين إلا مبشرين ومنذرين فمن آمن وأصلح فلا خوف عليهم ولا هم يحزنون,الأنعام
838,133,6,49,والذين كذبوا بآياتنا يمسهم العذاب بما كانوا يفسقون,الأنعام
839,133,6,50,قل لا أقول لكم عندي خزائن الله ولا أعلم الغيب ولا أقول لكم إني ملك إن أتبع إلا ما يوحى إلي قل هل يستوي الأعمى والبصير أفلا تتفكرون,الأنعام
840,133,6,51,وأنذر به الذين يخافون أن يحشروا إلى ربهم ليس لهم من دونه ولي ولا شفيع لعلهم يتقون,الأنعام
841,133,6,52,ولا تطرد الذين يدعون ربهم بالغداة والعشي يريدون وجهه ما عليك من حسابهم من شيء وما من حسابك عليهم من شيء فتطردهم فتكون من الظالمين,الأنعام
842,134,6,53,وكذلك فتنا بعضهم ببعض ليقولوا أهؤلاء من الله عليهم من بيننا أليس الله بأعلم بالشاكرين,الأنعام
843,134,6,54,وإذا جاءك الذين يؤمنون بآياتنا فقل سلام عليكم كتب ربكم على نفسه الرحمة أنه من عمل منكم سوءا بجهالة ثم تاب من بعده وأصلح فأنه غفور رحيم,الأنعام
844,134,6,55,وكذلك نفصل الآيات ولتستبين سبيل المجرمين,الأنعام
845,134,6,56,قل إني نهيت أن أعبد الذين تدعون من دون الله قل لا أتبع أهواءكم قد ضللت إذا وما أنا من المهتدين,الأنعام
846,134,6,57,قل إني على بينة من ربي وكذبتم به ما عندي ما تستعجلون به إن الحكم إلا لله يقص الحق وهو خير الفاصلين,الأنعام
847,134,6,58,قل لو أن عندي ما تستعجلون به لقضي الأمر بيني وبينكم والله أعلم بالظالمين,الأنعام
848,134,6,59,وعنده مفاتح الغيب لا يعلمها إلا هو ويعلم ما في البر والبحر وما تسقط من ورقة إلا يعلمها ولا حبة في ظلمات الأرض ولا رطب ولا يابس إلا في كتاب مبين,الأنعام
849,135,6,60,وهو الذي يتوفاكم بالليل ويعلم ما جرحتم بالنهار ثم يبعثكم فيه ليقضى أجل مسمى ثم إليه مرجعكم ثم ينبئكم بما كنتم تعملون,الأنعام
850,135,6,61,وهو القاهر فوق عباده ويرسل عليكم حفظة حتى إذا جاء أحدكم الموت توفته رسلنا وهم لا يفرطون,الأنعام
851,135,6,62,ثم ردوا إلى الله مولاهم الحق ألا له الحكم وهو أسرع الحاسبين,الأنعام
852,135,6,63,قل من ينجيكم من ظلمات البر والبحر تدعونه تضرعا وخفية لئن أنجانا من هذه لنكونن من الشاكرين,الأنعام
853,135,6,64,قل الله ينجيكم منها ومن كل كرب ثم أنتم تشركون,الأنعام
854,135,6,65,قل هو القادر على أن يبعث عليكم عذابا من فوقكم أو من تحت أرجلكم أو يلبسكم شيعا ويذيق بعضكم بأس بعض انظر كيف نصرف الآيات لعلهم يفقهون,الأنعام
855,135,6,66,وكذب به قومك وهو الحق قل لست عليكم بوكيل,الأنعام
856,135,6,67,لكل نبإ مستقر وسوف تعلمون,الأنعام
857,135,6,68,وإذا رأيت الذين يخوضون في آياتنا فأعرض عنهم حتى يخوضوا في حديث غيره وإما ينسينك الشيطان فلا تقعد بعد الذكرى مع القوم الظالمين,الأنعام
858,136,6,69,وما على الذين يتقون من حسابهم من شيء ولكن ذكرى لعلهم يتقون,الأنعام
859,136,6,70,وذر الذين اتخذوا دينهم لعبا ولهوا وغرتهم الحياة الدنيا وذكر به أن تبسل نفس بما كسبت ليس لها من دون الله ولي ولا شفيع وإن تعدل كل عدل لا يؤخذ منها أولئك الذين أبسلوا بما كسبوا لهم شراب من حميم وعذاب أليم بما كانوا يكفرون,الأنعام
860,136,6,71,قل أندعوا من دون الله ما لا ينفعنا ولا يضرنا ونرد على أعقابنا بعد إذ هدانا الله كالذي استهوته الشياطين في الأرض حيران له أصحاب يدعونه إلى الهدى ائتنا قل إن هدى الله هو الهدى وأمرنا لنسلم لرب العالمين,الأنعام
861,136,6,72,وأن أقيموا الصلاة واتقوه وهو الذي إليه تحشرون,الأنعام
862,136,6,73,وهو الذي خلق السموات والأرض بالحق ويوم يقول كن فيكون قوله الحق وله الملك يوم ينفخ في الصور عالم الغيب والشهادة وهو الحكيم الخبير,الأنعام
863,137,6,74,وإذ قال إبراهيم لأبيه آزر أتتخذ أصناما آلهة إني أراك وقومك في ضلال مبين,الأنعام
864,137,6,75,وكذلك نري إبراهيم ملكوت السموات والأرض وليكون من الموقنين,الأنعام
865,137,6,76,فلما جن عليه الليل رأى كوكبا قال هذا ربي فلما أفل قال لا أحب الآفلين,الأنعام
866,137,6,77,فلما رأى القمر بازغا قال هذا ربي فلما أفل قال لئن لم يهدني ربي لأكونن من القوم الضالين,الأنعام
867,137,6,78,فلما رأى الشمس بازغة قال هذا ربي هذا أكبر فلما أفلت قال ياقوم إني بريء مما تشركون,الأنعام
868,137,6,79,إني وجهت وجهي للذي فطر السموات والأرض حنيفا وما أنا من المشركين,الأنعام
869,137,6,80,وحاجه قومه قال أتحاجوني في الله وقد هدان ولا أخاف ما تشركون به إلا أن يشاء ربي شيئا وسع ربي كل شيء علما أفلا تتذكرون,الأنعام
870,137,6,81,وكيف أخاف ما أشركتم ولا تخافون أنكم أشركتم بالله ما لم ينزل به عليكم سلطانا فأي الفريقين أحق بالأمن إن كنتم تعلمون,الأنعام
871,138,6,82,الذين آمنوا ولم يلبسوا إيمانهم بظلم أولئك لهم الأمن وهم مهتدون,الأنعام
872,138,6,83,وتلك حجتنا آتيناها إبراهيم على قومه نرفع درجات من نشاء إن ربك حكيم عليم,الأنعام
873,138,6,84,ووهبنا له إسحاق ويعقوب كلا هدينا ونوحا هدينا من قبل ومن ذريته داود وسليمان وأيوب ويوسف وموسى وهارون وكذلك نجزي المحسنين,الأنعام
874,138,6,85,وزكريا ويحيى وعيسى وإلياس كل من الصالحين,الأنعام
875,138,6,86,وإسماعيل واليسع ويونس ولوطا وكلا فضلنا على العالمين,الأنعام
876,138,6,87,ومن آبائهم وذرياتهم وإخوانهم واجتبيناهم وهديناهم إلى صراط مستقيم,الأنعام
877,138,6,88,ذلك هدى الله يهدي به من يشاء من عباده ولو أشركوا لحبط عنهم ما كانوا يعملون,الأنعام
878,138,6,89,أولئك الذين آتيناهم الكتاب والحكم والنبوة فإن يكفر بها هؤلاء فقد وكلنا بها قوما ليسوا بها بكافرين,الأنعام
879,138,6,90,أولئك الذين هدى الله فبهداهم اقتده قل لا أسألكم عليه أجرا إن هو إلا ذكرى للعالمين,الأنعام
880,139,6,91,وما قدروا الله حق قدره إذ قالوا ما أنزل الله على بشر من شيء قل من أنزل الكتاب الذي جاء به موسى نورا وهدى للناس تجعلونه قراطيس تبدونها وتخفون كثيرا وعلمتم ما لم تعلموا أنتم ولا آباؤكم قل الله ثم ذرهم في خوضهم يلعبون,الأنعام
881,139,6,92,وهذا كتاب أنزلناه مبارك مصدق الذي بين يديه ولتنذر أم القرى ومن حولها والذين يؤمنون بالآخرة يؤمنون به وهم على صلاتهم يحافظون,الأنعام
882,139,6,93,ومن أظلم ممن افترى على الله كذبا أو قال أوحي إلي ولم يوح إليه شيء ومن قال سأنزل مثل ما أنزل الله ولو ترى إذ الظالمون في غمرات الموت والملائكة باسطو أيديهم أخرجوا أنفسكم اليوم تجزون عذاب الهون بما كنتم تقولون على الله غير الحق وكنتم عن آياته تستكبرون,الأنعام
883,139,6,94,ولقد جئتمونا فرادى كما خلقناكم أول مرة وتركتم ما خولناكم وراء ظهوركم وما نرى معكم شفعاءكم الذين زعمتم أنهم فيكم شركاء لقد تقطع بينكم وضل عنكم ما كنتم تزعمون,الأنعام
884,140,6,95,إن الله فالق الحب والنوى يخرج الحي من الميت ومخرج الميت من الحي ذلكم الله فأنى تؤفكون,الأنعام
885,140,6,96,فالق الإصباح وجعل الليل سكنا والشمس والقمر حسبانا ذلك تقدير العزيز العليم,الأنعام
886,140,6,97,وهو الذي جعل لكم النجوم لتهتدوا بها في ظلمات البر والبحر قد فصلنا الآيات لقوم يعلمون,الأنعام
887,140,6,98,وهو الذي أنشأكم من نفس واحدة فمستقر ومستودع قد فصلنا الآيات لقوم يفقهون,الأنعام
888,140,6,99,وهو الذي أنزل من السماء ماء فأخرجنا به نبات كل شيء فأخرجنا منه خضرا نخرج منه حبا متراكبا ومن النخل من طلعها قنوان دانية وجنات من أعناب والزيتون والرمان مشتبها وغير متشابه انظروا إلى ثمره إذا أثمر وينعه إن في ذلكم لآيات لقوم يؤمنون,الأنعام
889,140,6,100,وجعلوا لله شركاء الجن وخلقهم وخرقوا له بنين وبنات بغير علم سبحانه وتعالى عما يصفون,الأنعام
890,140,6,101,بديع السموات والأرض أنى يكون له ولد ولم تكن له صاحبة وخلق كل شيء وهو بكل شيء عليم,الأنعام
891,141,6,102,ذلكم الله ربكم لا إله إلا هو خالق كل شيء فاعبدوه وهو على كل شيء وكيل,الأنعام
892,141,6,103,لا تدركه الأبصار وهو يدرك الأبصار وهو اللطيف الخبير,الأنعام
893,141,6,104,قد جاءكم بصائر من ربكم فمن أبصر فلنفسه ومن عمي فعليها وما أنا عليكم بحفيظ,الأنعام
894,141,6,105,وكذلك نصرف الآيات وليقولوا درست ولنبينه لقوم يعلمون,الأنعام
895,141,6,106,اتبع ما أوحي إليك من ربك لا إله إلا هو وأعرض عن المشركين,الأنعام
896,141,6,107,ولو شاء الله ما أشركوا وما جعلناك عليهم حفيظا وما أنت عليهم بوكيل,الأنعام
897,141,6,108,ولا تسبوا الذين يدعون من دون الله فيسبوا الله عدوا بغير علم كذلك زينا لكل أمة عملهم ثم إلى ربهم مرجعهم فينبئهم بما كانوا يعملون,الأنعام
898,141,6,109,وأقسموا بالله جهد أيمانهم لئن جاءتهم آية ليؤمنن بها قل إنما الآيات عند الله وما يشعركم أنها إذا جاءت لا يؤمنون,الأنعام
899,141,6,110,ونقلب أفئدتهم وأبصارهم كما لم يؤمنوا به أول مرة ونذرهم في طغيانهم يعمهون,الأنعام
900,142,6,111,ولو أننا نزلنا إليهم الملائكة وكلمهم الموتى وحشرنا عليهم كل شيء قبلا ما كانوا ليؤمنوا إلا أن يشاء الله ولكن أكثرهم يجهلون,الأنعام
901,142,6,112,وكذلك جعلنا لكل نبي عدوا شياطين الإنس والجن يوحي بعضهم إلى بعض زخرف القول غرورا ولو شاء ربك ما فعلوه فذرهم وما يفترون,الأنعام
902,142,6,113,ولتصغى إليه أفئدة الذين لا يؤمنون بالآخرة وليرضوه وليقترفوا ما هم مقترفون,الأنعام
903,142,6,114,أفغير الله أبتغي حكما وهو الذي أنزل إليكم الكتاب مفصلا والذين آتيناهم الكتاب يعلمون أنه منزل من ربك بالحق فلا تكونن من الممترين,الأنعام
904,142,6,115,وتمت كلمت ربك صدقا وعدلا لا مبدل لكلماته وهو السميع العليم,الأنعام
905,142,6,116,وإن تطع أكثر من في الأرض يضلوك عن سبيل الله إن يتبعون إلا الظن وإن هم إلا يخرصون,الأنعام
906,142,6,117,إن ربك هو أعلم من يضل عن سبيله وهو أعلم بالمهتدين,الأنعام
907,142,6,118,فكلوا مما ذكر اسم الله عليه إن كنتم بآياته مؤمنين,الأنعام
908,143,6,119,وما لكم ألا تأكلوا مما ذكر اسم الله عليه وقد فصل لكم ما حرم عليكم إلا ما اضطررتم إليه وإن كثيرا ليضلون بأهوائهم بغير علم إن ربك هو أعلم بالمعتدين,الأنعام
909,143,6,120,وذروا ظاهر الإثم وباطنه إن الذين يكسبون الإثم سيجزون بما كانوا يقترفون,الأنعام
910,143,6,121,ولا تأكلوا مما لم يذكر اسم الله عليه وإنه لفسق وإن الشياطين ليوحون إلى أوليائهم ليجادلوكم وإن أطعتموهم إنكم لمشركون,الأنعام
911,143,6,122,أو من كان ميتا فأحييناه وجعلنا له نورا يمشي به في الناس كمن مثله في الظلمات ليس بخارج منها كذلك زين للكافرين ما كانوا يعملون,الأنعام
912,143,6,123,وكذلك جعلنا في كل قرية أكابر مجرميها ليمكروا فيها وما يمكرون إلا بأنفسهم وما يشعرون,الأنعام
913,143,6,124,وإذا جاءتهم آية قالوا لن نؤمن حتى نؤتى مثل ما أوتي رسل الله الله أعلم حيث يجعل رسالته سيصيب الذين أجرموا صغار عند الله وعذاب شديد بما كانوا يمكرون,الأنعام
